"id","state","hbcu","degree","public","nonprofit","forprofit","fouryear","twoyear","lessthan2yr","pub4yr","nonprof4yr","twoyrlesspub","schools","netprice_2014","netprice_2013","netprice_2012","netprice_2011","netprice_2010","netprice_2008","netprice_2007","netprice_2006","netpriceinc_2014","netpriceinc_2013","netpriceinc_2012","netpriceinc_2011","netpriceinc_2010","netpriceinc_2008","netpriceinc_2007","netpriceinc_2006","gradtot_2015","gradtot_2014","gradtot_2013","gradtot_2012","gradtot_2011","gradtot_2010","gradtot_2009","gradtot_2008","gradtot_2007","gradtot_2006","gradbach_2015","gradbach_2014","gradbach_2013","gradbach_2012","gradbach_2011","gradbach_2010","gradbach_2009","gradbach_2008","gradbach_2007","gradbach_2006","endowment_2015","endowment_2014","endowment_2013","endowment_2012","endowment_2011","endowment_2010","endowment_2009","endowment_2008","endowment_2007","endowment_2006","transfer_2015","transfer_2014","transfer_2013","transfer_2012","transfer_2011","transfer_2010","transfer_2009","transfer_2008","transfer_2007","transfer_2006","fedaidperc_2014","fedaidperc_2013","fedaidperc_2012","fedaidperc_2011","fedaidperc_2010","fedaidperc_2008","fedaidperc_2007","fedaidperc_2006","avetotaid_2014","avetotaid_2013","avetotaid_2012","avetotaid_2011","avetotaid_2010","avetotaid_2008","avetotaid_2007","avetotaid_2006","avefedaid_2014","avefedaid_2013","avefedaid_2012","avefedaid_2011","avefedaid_2010","avefedaid_2008","avefedaid_2007","avefedaid_2006","percpell_2014","percpell_2013","percpell_2012","percpell_2011","percpell_2010","percpell_2008","percpell_2007","percpell_2006","tuitionfee_in_2014","tuitionfee_out_2014","tuitionfeeprog_2014","tuitionfee_in_2013","tuitionfee_out_2013","tuitionfeeprog_2013","tuitionfee_in_2012","tuitionfee_out_2012","tuitionfeeprog_2012","tuitionfee_in_2011","tuitionfee_out_2011","tuitionfeeprog_2011","tuitionfee_in_2010","tuitionfee_out_2010","tuitionfeeprog_2010","tuitionfee_in_2009","tuitionfee_out_2009","tuitionfeeprog_2009","tuitionfee_in_2008","tuitionfee_out_2008","tuitionfeeprog_2008","tuitionfee_in_2007","tuitionfee_out_2007","tuitionfeeprog_2007","tuitionfee_in_2006","tuitionfee_out_2006","tuitionfeeprog_2006","cost_2014","cost_2013","cost_2012","cost_2011","cost_2010","cost_2009","cost_2008","cost_2007","cost_2006","inexpfte_2014","inexpfte_2013","inexpfte_2012","inexpfte_2011","inexpfte_2010","inexpfte_2009","inexpfte_2008","inexpfte_2007","inexpfte_2006","tuitfte_2014","tuitfte_2013","tuitfte_2012","tuitfte_2011","tuitfte_2010","tuitfte_2009","tuitfte_2008","tuitfte_2007","tuitfte_2006","retrate_2015","retrate_2014","retrate_2013","retrate_2012","retrate_2011","retrate_2010","retrate_2009","retrate_2008","retrate_2007","retrate_2006"
"21","MD",4,61,32,21,49,43,23,36,14,21,16,102,9689.14285714286,9933.89285714286,10097.3571428571,10053.1428571429,9961.39285714286,9689.14285714286,9689.14285714286,9689.14285714286,7715.46428571429,7890.57142857143,8342.28571428571,7937.10714285714,7630.35714285714,7715.46428571429,7715.46428571429,7715.46428571429,0.474220192899651,0.454163266315503,0.452443841325999,0.44420794484418,0.451973084222721,0.452419920505027,0.44913774862463,0.45776558891455,0.460605708981202,0.455406640268048,0.670731707317073,0.657019399558896,0.653842601145391,0.635990783410138,0.646378634670279,0.647038618185387,0.646432321616081,0.652160712478494,0.650289604714968,0.654732421664693,9990799,10524537,10524537,10312085,9835484,9835484,9835484,9835484,9835484,9835484,0.152318900061564,0.155006553404061,0.15860130370514,0.145802003562918,0.129082349461438,0.135531135531136,0.137272534913246,0.135854503464203,0.129467393826874,0.136734693877551,0.37067589694696,0.434526345689533,0.42483053208283,0.46323545730963,0.457897656950194,0.37067589694696,0.37067589694696,0.37067589694696,3944.21222044894,5768.47701557544,5345.75536261491,5179.45005215616,4959.781955529,3944.21222044894,3944.21222044894,3944.21222044894,1454.06787986818,1904.61643705913,1813.63480824589,1967.65816632266,2073.78884810721,1454.06787986818,1454.06787986818,1454.06787986818,0.363877546790474,0.432277612081617,0.419096480638871,0.455556295359212,0.451133114250352,0.363877546790474,0.363877546790474,0.363877546790474,14642.5818181818,18296.8909090909,16872.5641025641,14642.5818181818,18296.8909090909,16872.5641025641,14642.5818181818,18296.8909090909,16872.5641025641,14642.5818181818,18296.8909090909,16872.5641025641,14642.5818181818,18296.8909090909,16872.5641025641,14642.5818181818,18296.8909090909,16872.5641025641,14642.5818181818,18296.8909090909,16872.5641025641,14642.5818181818,18296.8909090909,16872.5641025641,11311.3043478261,14701.1739130435,11852.1851851852,23174.8913043478,23174.8913043478,23174.8913043478,23174.8913043478,23174.8913043478,23174.8913043478,23174.8913043478,23174.8913043478,NA,7866.33333333333,7866.33333333333,7866.33333333333,7866.33333333333,7866.33333333333,7866.33333333333,7866.33333333333,7866.33333333333,7866.33333333333,10263.8125,10263.8125,10263.8125,10263.8125,10263.8125,10263.8125,10263.8125,10263.8125,10263.8125,0.765408257629331,0.751162544916508,0.740913620391252,0.731937496776855,0.736974338959899,0.72967683421643,0.741104200652529,0.739416696671982,0.726724907677892,0.73208776926693
"22","ME",0,34,16,15,11,24,11,7,8,13,7,42,10451.4,11259,11299.4,10605.5333333333,10343,10451.4,10451.4,10451.4,8764.53333333333,9731.8,9811.66666666667,9373.93333333333,9886.13333333333,8764.53333333333,8764.53333333333,8764.53333333333,0.484403848022544,0.468885672937771,0.461218209792741,0.479449472096531,0.483152594887684,0.482919886132574,0.479590792838875,0.482489022169862,0.502981029810298,0.496426545660805,0.587998851564743,0.587897408495859,0.574799945747999,0.577839721254355,0.589482733916034,0.579759608250482,0.59471977767485,0.588970823982045,0.596707818930041,0.577490170380079,5563549,5237190,5611017,5611017,5611017,5148973,5148973,5148973,5148973,5148973,0.136624234768244,0.13404486251809,0.143813919811748,0.124905731523379,0.134198295894655,0.13043920292802,0.116317135549872,0.132162364785263,0.080650406504065,0.0762336925694838,0.384915157911829,0.469951410791919,0.460737109340804,0.512477489066118,0.49843621399177,0.384915157911829,0.384915157911829,0.384915157911829,5481.76025006089,8192.87145170915,7511.17561061017,7242.6949661264,6851.04386831276,5481.76025006089,5481.76025006089,5481.76025006089,1543.55362507104,2100.12854829085,2078.56832705944,2208.83920761513,2242.47884773663,1543.55362507104,1543.55362507104,1543.55362507104,0.352683283267029,0.464836757309692,0.454871749978114,0.47808935768802,0.46477366255144,0.352683283267029,0.352683283267029,0.352683283267029,16793.1612903226,19911.4838709677,16738.25,16793.1612903226,19911.4838709677,16738.25,16793.1612903226,19911.4838709677,16738.25,16793.1612903226,19911.4838709677,16738.25,16793.1612903226,19911.4838709677,16738.25,16793.1612903226,19911.4838709677,16738.25,16793.1612903226,19911.4838709677,16738.25,16793.1612903226,19911.4838709677,16738.25,10635.6896551724,13399.4482758621,12830,26405,26405,26405,26405,26405,26405,26405,26405,NA,7909.025,7909.025,7909.025,7909.025,7909.025,7909.025,7909.025,7909.025,7909.025,10987.925,10987.925,10987.925,10987.925,10987.925,10987.925,10987.925,10987.925,10987.925,0.732314713761286,0.728593127017277,0.725305647195808,0.709228090539756,0.710176365179666,0.730581361938512,0.718425726839301,0.705751139559693,0.705212899488269,0.716179851909587
"23","MI",0,113,47,58,94,83,35,81,19,52,28,199,7887.08695652174,8503.63829787234,8239.97872340426,7851.78723404255,7317.40425531915,7887.08695652174,7887.08695652174,7887.08695652174,5942.64444444444,6522.29787234043,6483.14893617021,6274,5537.48936170213,5942.64444444444,5942.64444444444,5942.64444444444,0.433345165052482,0.433754601692664,0.428017985977035,0.421987691434322,0.437450763088673,0.446005114952533,0.440525876460768,0.441030694336182,0.44683810256562,0.462168901864185,0.59993764938169,0.6,0.613584743946861,0.609084836339345,0.60437636761488,0.601920881187454,0.600423786123259,0.591815344482229,0.590367279182902,0.591035044824776,19588734,18362520,18362520,17401039,17401039,16939724,16480307,16025272,16025272,16025272,0.131953247806906,0.146267410527914,0.13264658063205,0.138684247874386,0.124417502303286,0.111913019027088,0.106274346132443,0.0940979218448958,0.0841298493770899,0.0740048049143935,0.398471399308385,0.456284391649926,0.466362807657247,0.488859512077875,0.504858438020448,0.398471399308385,0.398471399308385,0.398471399308385,4326.47995638863,6039.30123653969,5713.55106654512,5570.77767095301,5230.56098690814,4326.47995638863,4326.47995638863,4326.47995638863,1531.50822669104,2052.50223974645,2068.24935885749,2198.99063814445,2420.69865551965,1531.50822669104,1531.50822669104,1531.50822669104,0.386500297350279,0.452179229627042,0.462558492859313,0.484677322437207,0.497898904783438,0.386500297350279,0.386500297350279,0.386500297350279,13426.0825688073,16083.1376146789,14305.9583333333,13426.0825688073,16083.1376146789,14305.9583333333,13426.0825688073,16083.1376146789,14305.9583333333,13426.0825688073,16083.1376146789,14305.9583333333,13426.0825688073,16083.1376146789,14305.9583333333,13426.0825688073,16083.1376146789,14305.9583333333,13426.0825688073,16083.1376146789,14305.9583333333,13426.0825688073,16083.1376146789,14305.9583333333,9014.70707070707,11052.9393939394,8797.72727272727,21257.8728323699,21257.8728323699,21257.8728323699,21257.8728323699,21257.8728323699,21257.8728323699,21257.8728323699,21257.8728323699,NA,6146.46391752577,6146.46391752577,6146.46391752577,6146.46391752577,6146.46391752577,6146.46391752577,6146.46391752577,6146.46391752577,6146.46391752577,9685.80927835052,9685.80927835052,9685.80927835052,9685.80927835052,9685.80927835052,9685.80927835052,9685.80927835052,9685.80927835052,9685.80927835052,0.762962199413922,0.746874235644505,0.738167298975518,0.717408694692707,0.726375696036685,0.731783748786015,0.746591538638237,0.715175778484353,0.712262178384271,0.708893496111806
"24","MN",0,116,43,39,61,82,36,25,12,36,31,143,11047.0714285714,12340.2325581395,12187.1860465116,12627.5813953488,11913.6046511628,11047.0714285714,11047.0714285714,11047.0714285714,9275.42857142857,10531.7906976744,10285.1860465116,11000.6046511628,9990.93023255814,9275.42857142857,9275.42857142857,9275.42857142857,0.513363672064497,0.511065752356489,0.493778366522617,0.485392927101544,0.486650139312433,0.480137526278907,0.483004625185444,0.473084540579033,0.476136990217902,0.46410347197634,0.632205604762596,0.635496601622451,0.634490317866277,0.629959393510412,0.622820261191213,0.617635865428528,0.610938875492785,0.593243189658591,0.603566849283133,0.58097471776117,16283452,15311115,15311115,14854156,14854156,14854156,14854156,14854156,14854156,14680473,0.183210515373421,0.191087769190193,0.195900019544398,0.20239273753607,0.174195388429389,0.161242992291521,0.162863251592635,0.159445445846407,0.140053505422019,0.155249619894612,0.318075807661887,0.390460409515919,0.395397731210868,0.406022775577779,0.424243052675238,0.318075807661887,0.318075807661887,0.318075807661887,4801.10756657,7209.35135518996,6832.3992329552,6341.44736783229,6148.18017420158,4801.10756657,4801.10756657,4801.10756657,1286.56342655499,1688.48275535566,1685.66317029781,1725.42058751147,1920.30134798839,1286.56342655499,1286.56342655499,1286.56342655499,0.307185300857856,0.38821162267724,0.392093893676501,0.401973286797772,0.419099958523434,0.307185300857856,0.307185300857856,0.307185300857856,15064.2476190476,15673.219047619,15731.8076923077,15064.2476190476,15673.219047619,15731.8076923077,15064.2476190476,15673.219047619,15731.8076923077,15064.2476190476,15673.219047619,15731.8076923077,15064.2476190476,15673.219047619,15731.8076923077,15064.2476190476,15673.219047619,15731.8076923077,15064.2476190476,15673.219047619,15731.8076923077,15064.2476190476,15673.219047619,15731.8076923077,11795,13042.2307692308,12196,24182.5158730159,24182.5158730159,24182.5158730159,24182.5158730159,24182.5158730159,24182.5158730159,24182.5158730159,24182.5158730159,NA,7171.75177304965,7171.75177304965,7171.75177304965,7171.75177304965,7171.75177304965,7171.75177304965,7171.75177304965,7171.75177304965,7171.75177304965,11205.2836879433,11205.2836879433,11205.2836879433,11205.2836879433,11205.2836879433,11205.2836879433,11205.2836879433,11205.2836879433,11205.2836879433,0.746050441684804,0.735306491128214,0.730377644595278,0.704289625798601,0.712105309192688,0.705950063832904,0.714519151161271,0.712009130489918,0.711502272580402,0.699379133544454
"25","MO",2,131,52,60,91,92,48,63,13,55,37,203,8618.25,11082,11060.25,10165.4583333333,9780.20833333333,8618.25,8618.25,8618.25,7399.53125,10283.7551020408,10124.375,9210.0625,8750.35416666667,7399.53125,7399.53125,7399.53125,0.454723995230413,0.455848408395512,0.451126296207614,0.458729769956855,0.466676224807472,0.497656446486956,0.496921766638277,0.511949900927126,0.496696118889086,0.514627496254084,0.557710743273471,0.569569668747317,0.570724147647225,0.568188272043163,0.552765621637133,0.569161920260374,0.564341620626151,0.570135922330097,0.560440862763688,0.562623625286811,23867416,23744710,23744710,23263661,23263661,23084353,21331884,19665280,20279327,20279336,0.103002034088518,0.0986812675577505,0.105170095592434,0.116660700491738,0.101999016876946,0.0863570889635777,0.0892566005596788,0.108882311211135,0.0948631610926859,0.0769079609933433,0.395268632787741,0.46021974030691,0.46545383481088,0.493818156560395,0.491572079113709,0.395268632787741,0.395268632787741,0.395268632787741,5345.79918720406,6494.13709252701,6102.28923197186,5792.15876571508,5656.09364167743,5345.79918720406,5345.79918720406,5345.79918720406,1586.68975802543,2029.10645600654,2037.46321530726,2138.80869278322,2271.07326853803,1586.68975802543,1586.68975802543,1586.68975802543,0.381790388128705,0.456061018795968,0.462575727965605,0.489858998402445,0.484554475633793,0.381790388128705,0.381790388128705,0.381790388128705,13775.0272727273,15081.8727272727,13545.4788732394,13775.0272727273,15081.8727272727,13545.4788732394,13775.0272727273,15081.8727272727,13545.4788732394,13775.0272727273,15081.8727272727,13545.4788732394,13775.0272727273,15081.8727272727,13545.4788732394,13775.0272727273,15081.8727272727,13545.4788732394,13775.0272727273,15081.8727272727,13545.4788732394,13775.0272727273,15081.8727272727,13545.4788732394,10741.2765957447,11848.585106383,8643.64444444444,21908.9090909091,21908.9090909091,21908.9090909091,21908.9090909091,21908.9090909091,21908.9090909091,21908.9090909091,21908.9090909091,NA,6927.42713567839,6927.42713567839,6927.42713567839,6927.42713567839,6927.42713567839,6927.42713567839,6927.42713567839,6927.42713567839,6927.42713567839,9262.26633165829,9262.26633165829,9262.26633165829,9262.26633165829,9262.26633165829,9262.26633165829,9262.26633165829,9262.26633165829,9262.26633165829,0.706003935051772,0.71033911998266,0.700753978252864,0.692854711200212,0.70781638877973,0.706611003312362,0.721789924744708,0.720723648575452,0.70425139227689,0.706815769156533
"26","MS",6,43,25,9,30,20,31,13,8,9,15,64,6656.39130434783,7677.82608695652,7578.4347826087,7487,6900.65217391304,6656.39130434783,6656.39130434783,6656.39130434783,5862.78260869565,7099.5652173913,6735.52173913043,6356.78260869565,5753.04347826087,5862.78260869565,5862.78260869565,5862.78260869565,0.376128134698391,0.344275871207102,0.329790579208855,0.348600339513364,0.346398002853067,0.341842161242289,0.344322477464379,0.336506459578428,0.309364486672335,0.31173404704888,0.518480203141164,0.516290964197765,0.494477242430013,0.507686204502628,0.496138593195575,0.497195096613339,0.515422778257118,0.511790675137289,0.495262512540408,0.495636998254799,6054621,6054621,6054621,6054621,6054621,6054621,6054621,6054621,6054621,6054621,0.13184461170763,0.132403604081092,0.156719703163323,0.157407715607629,0.169151212553495,0.166099411472736,0.103082291363769,0.150198618616469,0.140892454434545,0.127060149316805,0.546834135158697,0.610891305025079,0.616930891180545,0.621018142103028,0.636056403682554,0.546834135158697,0.546834135158697,0.546834135158697,3808.24978205418,5528.25863734073,5120.27311066646,4876.89958133608,4861.57662277124,3808.24978205418,3808.24978205418,3808.24978205418,2193.53130347745,2838.71603476744,2853.1189472064,2882.82959165099,3119.59101503321,2193.53130347745,2193.53130347745,2193.53130347745,0.535178069807239,0.603632511916259,0.610312451900877,0.614222437958862,0.626704346812726,0.535178069807239,0.535178069807239,0.535178069807239,8131.38461538462,10247.5384615385,12004.5714285714,8131.38461538462,10247.5384615385,12004.5714285714,8131.38461538462,10247.5384615385,12004.5714285714,8131.38461538462,10247.5384615385,12004.5714285714,8131.38461538462,10247.5384615385,12004.5714285714,8131.38461538462,10247.5384615385,12004.5714285714,8131.38461538462,10247.5384615385,12004.5714285714,8131.38461538462,10247.5384615385,12004.5714285714,5195.76470588235,7384.35294117647,8593.66666666667,17101.7627118644,17101.7627118644,17101.7627118644,17101.7627118644,17101.7627118644,17101.7627118644,17101.7627118644,17101.7627118644,NA,4957.09836065574,4957.09836065574,4957.09836065574,4957.09836065574,4957.09836065574,4957.09836065574,4957.09836065574,4957.09836065574,4957.09836065574,6508.62295081967,6508.62295081967,6508.62295081967,6508.62295081967,6508.62295081967,6508.62295081967,6508.62295081967,6508.62295081967,6508.62295081967,0.685964552111134,0.679432993042461,0.661001156663668,0.659764589881062,0.653950199815555,0.675237404170742,0.658386134298837,0.628075010082,0.659948319517186,0.636483716196569
"27","MT",0,23,17,6,8,11,19,1,6,5,11,31,8303.64705882353,9026.64705882353,9050.58823529412,9251.94117647059,8885.41176470588,8303.64705882353,8303.64705882353,8303.64705882353,7653.88235294118,8082.05882352941,8516.11764705882,8540.58823529412,8270.76470588235,7653.88235294118,7653.88235294118,7653.88235294118,0.410847956804516,0.425664148184255,0.450443599493029,0.445088161209068,0.466227142679438,0.443729481286934,0.433004794885456,0.416531604538088,0.417912533184295,0.413934426229508,0.460907704042715,0.476905745399925,0.490573224147781,0.488752163045568,0.488440366972477,0.444464576916108,0.460914985590778,0.428520114942529,0.431852695520122,0.436490041337843,3972908,4235073,3972908,4235073,3972908,3972908,3972908,3972908,3972908,3972908,0.0682292305804393,0.0667804045820132,0.0619771863117871,0.0730478589420655,0.0656798109217564,0.0609323703217334,0.0671283963771977,0.08860075634792,0.0630152298449071,0.0681693989071038,0.383154309667278,0.405786530513008,0.414510278113664,0.438814079848807,0.438550658791458,0.383154309667278,0.383154309667278,0.383154309667278,3670.49947602829,5018.04899100413,5145.58730350665,4741.44968107725,4381.63834620627,3670.49947602829,3670.49947602829,3670.49947602829,1315.14920094315,1733.53865791393,1791.23579201935,1829.56236711552,1981.5514538846,1315.14920094315,1315.14920094315,1315.14920094315,0.325648414985591,0.401410162898128,0.410157194679565,0.435979210961493,0.438096319854612,0.325648414985591,0.325648414985591,0.325648414985591,6836.95454545455,12273.8636363636,11657.5,6836.95454545455,12273.8636363636,11657.5,6836.95454545455,12273.8636363636,11657.5,6836.95454545455,12273.8636363636,11657.5,6836.95454545455,12273.8636363636,11657.5,6836.95454545455,12273.8636363636,11657.5,6836.95454545455,12273.8636363636,11657.5,6836.95454545455,12273.8636363636,11657.5,5286.09090909091,9389.18181818182,7896,15969.6,15969.6,15969.6,15969.6,15969.6,15969.6,15969.6,15969.6,NA,6491.33333333333,6491.33333333333,6491.33333333333,6491.33333333333,6491.33333333333,6491.33333333333,6491.33333333333,6491.33333333333,6491.33333333333,5015.46666666667,5015.46666666667,5015.46666666667,5015.46666666667,5015.46666666667,5015.46666666667,5015.46666666667,5015.46666666667,5015.46666666667,0.690329640268089,0.687431243124312,0.689381499726327,0.676458752515091,0.67016835016835,0.662278270509978,0.670791366906475,0.662217659137577,0.652908646940534,0.652798184069335
"28","NC",10,152,77,54,66,84,71,42,16,50,60,197,5787.14864864865,8306.54666666667,8298.16216216216,7837.5945945946,6841.68918918919,5787.14864864865,5787.14864864865,5787.14864864865,4405.47297297297,7254.12162162162,7268.10810810811,6943.54054054054,5768.62162162162,4405.47297297297,4405.47297297297,4405.47297297297,0.466476271819783,0.459347172977508,0.46005554207447,0.451912923401836,0.46973828507069,0.471706250192527,0.468136688986377,0.463587432314127,0.468427610266633,0.464506301993539,0.60850622406639,0.613524018758714,0.604372476591358,0.5939740488234,0.593715207561746,0.590025755092484,0.589881227077312,0.582157738842311,0.586394065496653,0.583945882603601,28192496,28414352,28414352,27733216,27733216,25888032,25888032,25888032,25888032,25888032,0.149362088293386,0.132622405066717,0.130753053465987,0.131711477540411,0.119950205993064,0.127498998860241,0.128525249859815,0.121785934308226,0.110291552454523,0.108682188708301,0.367316788875185,0.478041516361349,0.473946452920113,0.49406430444499,0.493150857401858,0.367316788875185,0.367316788875185,0.367316788875185,4976.44640219027,6426.5678524205,6141.11913651829,5934.95633808275,5988.92263238738,4976.44640219027,4976.44640219027,4976.44640219027,1475.43454276846,2199.99653388449,2158.67001389013,2199.72770723264,2428.5539873593,1475.43454276846,1475.43454276846,1475.43454276846,0.338190048928586,0.470428899700887,0.467816956150523,0.485835712348055,0.480661244428776,0.338190048928586,0.338190048928586,0.338190048928586,11290.0410958904,15115.2534246575,15432.7954545455,11290.0410958904,15115.2534246575,15432.7954545455,11290.0410958904,15115.2534246575,15432.7954545455,11290.0410958904,15115.2534246575,15432.7954545455,11290.0410958904,15115.2534246575,15432.7954545455,11290.0410958904,15115.2534246575,15432.7954545455,11290.0410958904,15115.2534246575,15432.7954545455,11290.0410958904,15115.2534246575,15432.7954545455,7620.70866141732,11462.9842519685,11286.125,21787.0213903743,21787.0213903743,21787.0213903743,21787.0213903743,21787.0213903743,21787.0213903743,21787.0213903743,21787.0213903743,NA,6716.11224489796,6716.11224489796,6716.11224489796,6716.11224489796,6716.11224489796,6716.11224489796,6716.11224489796,6716.11224489796,6716.11224489796,8192.02040816327,8192.02040816327,8192.02040816327,8192.02040816327,8192.02040816327,8192.02040816327,8192.02040816327,8192.02040816327,8192.02040816327,0.733127444924851,0.723348771510451,0.719541059894893,0.717778525748906,0.723368699234387,0.724941514043092,0.743431004538069,0.729509026001243,0.715794642201835,0.715528777357695
"29","ND",0,20,14,5,10,15,12,2,9,5,5,29,9040.21428571429,9931.28571428571,9250.28571428571,9097.85714285714,8766.64285714286,9040.21428571429,9040.21428571429,9040.21428571429,6972.57142857143,7875.92857142857,7469.64285714286,6988.28571428571,6496.64285714286,6972.57142857143,6972.57142857143,6972.57142857143,0.478632478632479,0.48708695161836,0.474515001807447,0.473909324208725,0.48243777622703,0.45755429102311,0.46175179107927,0.448494453248811,0.445334401281538,0.449478748997594,0.510793756227167,0.523817186997103,0.508423479340309,0.497245423849298,0.49401344923733,0.481487603305785,0.48808153871445,0.470321435614277,0.476573787409701,0.481610134859011,3805594,3805594,3805594,3805594,3805594,3805594,3805594,3805594,3805594,3805594,0.138972138972139,0.0435321980376678,0.0543438968550428,0.0535256018575095,0.0602465689695278,0.0436650795494135,0.0362837993991218,0.0714474379292129,0.052329462021092,0.0600106923282545,0.28959928959929,0.288174512055109,0.301250138289634,0.322877410773664,0.349906087725113,0.28959928959929,0.28959928959929,0.28959928959929,2305.76956376956,3410.75499425947,3359.15809270937,3256.41875415651,3475.18926085515,2305.76956376956,2305.76956376956,2305.76956376956,1017.7518037518,1204.43685419059,1284.79223365417,1362.90600753713,1588.7328471992,1017.7518037518,1017.7518037518,1017.7518037518,0.257298257298257,0.283811710677382,0.295497289523177,0.320549767235646,0.347364932051707,0.257298257298257,0.257298257298257,0.257298257298257,7039.65,9443.35,13543.5555555556,7039.65,9443.35,13543.5555555556,7039.65,9443.35,13543.5555555556,7039.65,9443.35,13543.5555555556,7039.65,9443.35,13543.5555555556,7039.65,9443.35,13543.5555555556,7039.65,9443.35,13543.5555555556,7039.65,9443.35,13543.5555555556,5296.45,7932.1,7498.33333333333,16183.8965517241,16183.8965517241,16183.8965517241,16183.8965517241,16183.8965517241,16183.8965517241,16183.8965517241,16183.8965517241,NA,8153.34482758621,8153.34482758621,8153.34482758621,8153.34482758621,8153.34482758621,8153.34482758621,8153.34482758621,8153.34482758621,8153.34482758621,7250.41379310345,7250.41379310345,7250.41379310345,7250.41379310345,7250.41379310345,7250.41379310345,7250.41379310345,7250.41379310345,7250.41379310345,0.744625137816979,0.742872658159109,0.707812101097779,0.701322271195229,0.722703639514731,0.71519069166128,0.738379641651519,0.739606126914661,0.740737373737374,0.700825384713214
"30","NE",0,45,16,21,17,31,23,0,7,18,8,54,7994.35714285714,9819,9419.85714285714,9098,8280.14285714286,7994.35714285714,7994.35714285714,7994.35714285714,6360.07142857143,8150.35714285714,7949.21428571429,7620.57142857143,6196.21428571429,6360.07142857143,6360.07142857143,6360.07142857143,0.497702097572472,0.500145357288214,0.485333792549222,0.485401045216996,0.501506387081224,0.511071906557975,0.487927565392354,0.488021661074813,0.487563085796684,0.492154633314383,0.594448515939905,0.589520043142189,0.577322379705696,0.577986829727187,0.582622856595459,0.578703703703704,0.573040098587544,0.573371647509579,0.562870114488749,0.572988505747126,7048336,7048336,7048336,7048336,7048336,7048336,7048336,7048336,7048336,7048336,0.160028281876031,0.16710273853131,0.159003501521153,0.144739831856396,0.11822125813449,0.120574279109381,0.108148893360161,0.11654600035317,0.124008651766402,0.101876065946561,0.325746958910253,0.382214198357696,0.385785882495018,0.389054311576941,0.409818076812013,0.325746958910253,0.325746958910253,0.325746958910253,4230.20802735579,6287.87589540504,5802.57828633537,5393.45825393044,5323.3074790644,4230.20802735579,4230.20802735579,4230.20802735579,1161.6076573799,1577.50503756333,1555.54749109353,1532.55597903764,1686.70112619116,1161.6076573799,1161.6076573799,1161.6076573799,0.316273333707046,0.380467066565721,0.381981764386209,0.38696998570748,0.391799018192319,0.316273333707046,0.316273333707046,0.316273333707046,13579.025,14707.65,18552.5,13579.025,14707.65,18552.5,13579.025,14707.65,18552.5,13579.025,14707.65,18552.5,13579.025,14707.65,18552.5,13579.025,14707.65,18552.5,13579.025,14707.65,18552.5,13579.025,14707.65,18552.5,9855.08108108108,10889.4054054054,12693.3333333333,22609.0444444444,22609.0444444444,22609.0444444444,22609.0444444444,22609.0444444444,22609.0444444444,22609.0444444444,22609.0444444444,NA,7930.57142857143,7930.57142857143,7930.57142857143,7930.57142857143,7930.57142857143,7930.57142857143,7930.57142857143,7930.57142857143,7930.57142857143,8914.08163265306,8914.08163265306,8914.08163265306,8914.08163265306,8914.08163265306,8914.08163265306,8914.08163265306,8914.08163265306,8914.08163265306,0.733871453526896,0.731182795698925,0.712719433323067,0.726131724852251,0.713171370727641,0.73939070649597,0.742922771293767,0.723904896479695,0.72178307919331,0.665741995073892
